_id,id_local,id_distrito_local,desc_distrito_local,desc_barrio_local,clase_vial_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,desc_situacion_local,Nombre,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,DESC_CLASE,DESC_NOMBRE,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra,,__1,__2,__3,__4,__5,__6,__7,inspeccionar,estado,revision.prox_inspeccion,revision.puntuacion,revision.comentario
451,280065973,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,11,28037,"446871,56","4475578,45",Abierto,CAFETERIA OLIVAR BURGER,2,Estacional,1,Abierta,"24,84",CALLE,ZUMEL,11,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,8,,32,,,,,,,,,,false,3,10,80,separar las mesas
452,270187253,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,3,28037,"446919,56","4475510,45",Abierto,PELAEZ CERVECERIA,2,Estacional,1,Abierta,"2,88",CALLE,ZARATAN,3,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,2,,4,,,,,,,,,,false,1,10,80,separar las mesas
453,200001995,20,SAN BLAS-CANILLEJAS,EL SALVADOR,CALLE,3,28027,"446627,2393","4476846,584",Abierto,BAR ROSZ,1,Anual,1,Abierta,"11,52",CALLE,ALCALA,499,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,16,,,,,,,,,,true,2,10,80,separar las mesas
454,270457188,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,11,28037,"446929,56","4475561,45",Abierto,ALMETRO,1,Anual,1,Abierta,"4,32",CALLE,ZARATAN,11,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,4,0,8,,,,,,,,,,false,1,10,80,separar las mesas
455,270451091,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,11,28037,"446944,56","4475498,45",Abierto,TABERNA LAS GEMELAS,2,Estacional,1,Abierta,72,CALLE,ZARATAN,2,,Acera,8:00:00,00:00:00,,,8:00:00,0:00:00,,,2,,14,,64,,,,,,,,,,true,,10,80,separar las mesas
456,270187251,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,1,28037,"446915,56","4475489,45",Abierto,FRUTAS Y VERDURAS MANOLIN,1,Anual,1,Abierta,"5,76",CALLE,ZARATAN,3,,Acera,8:00:00,00:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,0,0,4,4,8,,,,,,,,,,false,1,10,80,separar las mesas
457,270187108,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,55,28037,"446959,56","4475800,45",Abierto,BAR LA TABERNA,2,Estacional,1,Abierta,20,CALLE,VIRGEN DE LA OLIVA,55,,Acera,8:00:00,00:00:00,,,8:00:00,1:00:00,,,0,,10,,36,,,,,,,,,,false,3,10,80,separar las mesas
458,200000654,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,32,28037,"447082,56","4475868,44",Abierto,CERVECERIA EL TERMINO,1,Anual,1,Abierta,"35,28",CALLE,VIRGEN DE LA OLIVA,32,,Acera,8:00:00,00:00:00,8:00:00,0:30:00,8:00:00,0:30:00,8:00:00,0:30:00,2,0,12,12,50,,,,,,,,,,true,,10,80,separar las mesas
459,200001092,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,20,28037,"447100,56","4475802,44",Abierto,SAN JUDAS F.,2,Estacional,1,Abierta,"32,29",CALLE,VIRGEN DE LA OLIVA,20,,Calle peatonal,8:00:00,00:00:00,,,8:00:00,0:00:00,,,0,,6,,24,,,,,,,,,,,,10,80,separar las mesas
460,270202175,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,22,28037,"447092,56","4475819,44",Abierto,CASA GARCIA,1,Anual,1,Abierta,"29,88",CALLE,VIRGEN DE LA OLIVA,22,,Acera,8:00:00,00:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,2,0,12,12,43,,,,,,,,,,true,,10,80,separar las mesas
462,270187817,20,SAN BLAS-CANILLEJAS,ARCOS,AVENIDA,37,28032,"447407,55","4474541,44",Abierto,CAFETERIA-CERVECERIA  VALENTIN,2,Estacional,1,Abierta,"76,14",AVENIDA,GUADALAJARA,37,,Acera,8:00:00,00:00:00,10:00:00,0:00:00,8:00:00,0:00:00,10:00:00,0:00:00,2,0,20,29,88,,,,,,,,,,true,,10,80,separar las mesas
463,270327991,20,SAN BLAS-CANILLEJAS,ROSAS,AVENIDA,111,28022,"448215,55","4474913,42",Abierto,CASA EUROPA CERVECERIA RESTAURANTE,1,Anual,1,Abierta,"25,38",AVENIDA,GUADALAJARA,111,A,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,2,0,12,12,41,A,,,,,,,,,true,,10,80,separar las mesas
466,200000905,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,57,28037,"446613,56","4476199,45",Abierto,MANHATTAN,1,Anual,1,Abierta,"28,08",CALLE,SANTA LEONOR,57,D,Acera,8:00:00,00:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,2,0,12,12,44,D,,,,,,,,,true,,10,80,separar las mesas
467,200000352,20,SAN BLAS-CANILLEJAS,ROSAS,CALLE,31,28022,"449034,55","4475292,41",Abierto,CASA MANUELA,1,Anual,1,Abierta,"15,68",CALLE,SOFIA,48,A,Acera,8:00:00,00:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,0,0,6,6,10,A,,,,,,,,,false,2,10,80,separar las mesas
468,200001486,20,SAN BLAS-CANILLEJAS,ROSAS,CALLE,54,28022,"448734,55","4475335,42",Abierto,METROPOLI,1,Anual,1,Abierta,"42,82",CALLE,SUECIA,56,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,10,30,,,,,,,,,,false,3,10,80,separar las mesas
469,270529172,20,SAN BLAS-CANILLEJAS,ROSAS,CALLE,13,28022,"448701,56","4475520,42",Abierto,PIAZZA ITALIA,1,Anual,1,Abierta,"41,92",CALLE,SUECIA,70,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,18,18,56,,,,,,,,,,true,,10,80,separar las mesas
470,200001245,20,SAN BLAS-CANILLEJAS,ROSAS,CALLE,75,28022,"448619,56","4475789,42",Abierto,CERVECER?A EL PE??N,1,Anual,1,Abierta,"40,4",CALLE,SUECIA,75,A,Acera,8:00:00,00:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,0,0,6,16,24,A,,,,,,,,,false,3,10,80,separar las mesas
471,200000783,20,SAN BLAS-CANILLEJAS,ROSAS,CALLE,90,28022,"448645,56","4475855,42",Abierto,LA TABERNA FANTASTICA,2,Estacional,1,Abierta,"21,6",CALLE,SUECIA,90,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,24,,,,,,,,,,false,3,10,80,separar las mesas
474,200000816,20,SAN BLAS-CANILLEJAS,CANILLEJAS,CALLE,25,28022,"448173,57","4477359,43",Abierto,CAFETERIA  VAPORETTO,1,Anual,1,Abierta,"31,08",PLAZA,VILLA DE CANILLEJAS,2,,Plaza peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,32,,,,,,,,,,,,10,80,separar las mesas
475,270359578,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,37,28037,"446813,56","4475885,45",Abierto,EL RINCON DEL JAMON,1,Anual,1,Abierta,"53,76",CALLE,VALDECANILLAS,37,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,2,0,18,18,65,,,,,,,,,,true,,10,80,separar las mesas
476,270187032,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,57,28037,"447081,56","4476031,44",Abierto,LA LUMBRE,2,Estacional,1,Abierta,28,CALLE,VALDECANILLAS,57,,Acera,8:00:00,00:00:00,,,8:00:00,0:00:00,,,0,,6,,24,,,,,,,,,,false,3,10,80,separar las mesas
477,270530266,20,SAN BLAS-CANILLEJAS,ROSAS,CALLE,3,28022,"448295,55","4474777,42",Abierto,CAFETERIA LA TRADICION,2,Estacional,1,Abierta,"40,77",CALLE,SUECIA,7,,Acera,8:00:00,00:00:00,,,8:00:00,1:00:00,,,0,,6,,24,E,,,,,,,,,false,3,10,80,separar las mesas
478,200001275,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,13,28037,"446585,56","4475576,45",Abierto,RESTAURANTE,1,Anual,1,Abierta,"24,3",CALLE,MIERES,13,,Calle peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,3,3,12,,,,,,,,,,,,10,80,separar las mesas
480,270434272,8,FUENCARRAL-EL PARDO,MIRASIERRA,CALLE,14,28035,"439151,63","4482052,57",Abierto,TAT? G?TEAU,2,Estacional,1,Abierta,"4,73",CALLE,CERRO MINGUETE,14,A,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,5,,10,A,,,,,,,,,false,2,10,80,separar las mesas
481,285016399,8,FUENCARRAL-EL PARDO,VALVERDE,CALLE,4,28050,"442831,63","4484364,53",Abierto,CERVECER?A BAMBERG,1,Anual,1,Abierta,"47,64",CALLE,SAN JUAN DE ORTEGA,102,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,19,10,71,,,,,,,,,,true,,10,80,separar las mesas
484,270190198,21,BARAJAS,AEROPUERTO,CALLE,10,28042,"450443,57","4477992,39",Abierto,BAR GOYA,2,Estacional,1,Abierta,"10,12",CALLE,MEDINA DE POMAR,10,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,4,,12,,,,,,,,,,false,2,10,80,separar las mesas
485,270553981,21,BARAJAS,CORRALEJOS,PASEO,2,28042,"447727,58","4479147,44",Abierto,COZINA,1,Anual,1,Abierta,"52,19",PASEO,DOCE ESTRELLAS,2,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,10,0,40,,,,,,,,,,false,3,10,80,separar las mesas
486,280007506,1,CENTRO,PALACIO,CALLE,10,28005,"439912,59","4473957,53",Abierto,CANTINA LA TRAVIESA,1,Anual,1,Abierta,"9,07",CALLE,CUCHILLEROS,10,,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,2:00:00,10:00:00,23:00:00,0,0,6,6,12,,,,,,,,,,false,2,10,80,separar las mesas
487,270354508,17,VILLAVERDE,LOS ANGELES,CALLE,13,28041,"440839,55","4468098,51",Abierto,FARAON,1,Anual,1,Abierta,"50,52",CALLE,LA CORTE DE FARAON,13,,Superficie en parcela privada,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,0,0,8,8,32,,,,,,,,,,,,10,80,separar las mesas
489,270076687,4,SALAMANCA,GUINDALERA,CALLE,14,28028,"443108,58","4475778,5",Cerrado,BAR SIDNEY,2,Estacional,1,Cerrado,"19,08",CALLE,FRANCISCO SILVELA,14,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,7,,24,,,,,,,,,,false,3,,,
490,270541050,4,SALAMANCA,GOYA,AVENIDA,28,28009,"442835,58","4475002,5",Abierto,LIZARRAN,1,Anual,1,Abierta,"19,44",AVENIDA,FELIPE II,28,,Plaza peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,6,6,24,,,,,,,,,,,,10,80,separar las mesas
491,50001180,5,CHAMARTIN,HISPANOAMERICA,AVENIDA,26,28036,"441993,6","4478871,52",Abierto,OFICINA DESPACHO TECNICO,1,Anual,1,Abierta,"30,13",AVENIDA,ALBERTO ALCOCER,26,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,9,9,36,,,,,,,,,,false,3,10,80,separar las mesas
494,270491022,4,SALAMANCA,GUINDALERA,CALLE,9,28028,"443243,58","4476368,5",Cerrado,FRESNO,1,Anual,1,Cerrado,"21,16",CALLE,CONDE DE VILCHES,12,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,12,12,32,,,,,,,,,,true,,,,
495,270244013,4,SALAMANCA,GOYA,CALLE,7,28009,"442818,58","4475079,5",Abierto,EL RINCON DE DALI,1,Anual,1,Abierta,"16,74",CALLE,FERNAN GONZALEZ,6,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,9,9,18,,,,,,,,,,false,2,10,80,separar las mesas
497,270377715,4,SALAMANCA,GOYA,CALLE,147,28009,"442582,58","4475088,51",Abierto,LA JARRA Y LA PIPA,1,Anual,1,Abierta,"26,1",CALLE,ALCALA,147,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,15,15,38,,,,,,,,,,true,,10,80,separar las mesas
500,270362232,4,SALAMANCA,LISTA,CALLE,118,28006,"442556,58","4476479,51",Abierto,CAFETERIA CASTILLA,2,Estacional,1,Abierta,"13,13",CALLE,FRANCISCO SILVELA,85,,Acera,8:00:00,00:00:00,,,8:00:00,0:00:00,,,0,,5,,15,,,,,,,,,,false,2,10,80,separar las mesas
503,40002353,4,SALAMANCA,GOYA,AVENIDA,34,28009,"442923,58","4475005,5",Abierto,MANDARIZ CAFE,1,Anual,1,Abierta,"59,4",AVENIDA,FELIPE II,34,,Plaza peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,20,20,74,,,,,,,,,,,,10,80,separar las mesas
504,270492263,2,ARGANZUELA,PALOS DE MOGUER,CALLE,50,28045,"441350,58","4472506,52",Abierto,CASA EGIDO,1,Anual,1,Abierta,"18,85",CALLE,GENERAL LACY,50,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,17,,,,,,,,,,false,2,10,80,separar las mesas
505,270478944,2,ARGANZUELA,CHOPERA,PLAZA,2,28045,"440765,58","4471722,52",Abierto,RESTAURANTE EL LUCA,1,Anual,1,Abierta,"75,18",PLAZA,GENERAL MAROTO,2,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,16,16,66,,,,,,,,,,true,,10,80,separar las mesas
506,20001104,2,ARGANZUELA,LEGAZPI,CALLE,2,28045,"441075,58","4471375,52",Abierto,NEMRUT D?NER KEBAP,1,Anual,1,Abierta,"5,76",PASEO,MOLINO,1,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,4,4,8,,,,,,,,,,false,1,10,80,separar las mesas
507,280017942,2,ARGANZUELA,PALOS DE MOGUER,CALLE,32,28045,"441383,58","4472937,52",Abierto,EL PRINCIPADO,1,Anual,1,Abierta,"43,2",CALLE,MURCIA,32,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,15,15,59,,,,,,,,,,true,,10,80,separar las mesas
508,285005703,2,ARGANZUELA,DELICIAS,CALLE,2,28045,"441985,58","4472018,51",Abierto,PAQUITA BAR RESTAURANTE,1,Anual,1,Abierta,"61,07",CALLE,ORIANA,5,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,20,20,58,,,,,,,,,,true,,10,80,separar las mesas
510,20000904,2,ARGANZUELA,IMPERIAL,CALLE,7,28005,"439001,59","4472551,54",Abierto,EL CHISCON,2,Estacional,1,Abierta,"58,87",CALLE,SAN EPIFANIO,7,A,Acera,8:00:00,00:00:00,10:00:00,0:00:00,8:00:00,1:30:00,10:00:00,0:00:00,2,,16,,68,A,,,,,,,,,true,,10,80,separar las mesas
511,270484266,2,ARGANZUELA,IMPERIAL,CALLE,14,28005,"438949,6","4473835,54",Abierto,OBREOGAN,1,Anual,1,Abierta,"9,13",CALLE,JUAN DUQUE,14,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,4,0,15,,,,,,,,,,false,2,10,80,separar las mesas
512,270501894,20,SAN BLAS-CANILLEJAS,ROSAS,CALLE,23,28022,"448683,55","4474956,42",Abierto,LA CRIBA CERVECERIA,1,Anual,1,Abierta,"80,58",CALLE,CRACOVIA,21,,Acera,8:00:00,00:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,2,0,30,30,120,,,,,,,,,,true,,10,80,separar las mesas
513,270480143,13,PUENTE DE VALLECAS,PALOMERAS SURESTE,CALLE,3,28018,"445494,55","4470801,46",Abierto,CAFETERIA MER-K,2,Estacional,1,Abierta,"12,3",CALLE,GERARDO DIEGO,3,,Calle peatonal,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,5,,20,,,,,,,,,,,,10,80,separar las mesas
515,280018516,2,ARGANZUELA,ACACIAS,PASEO,15,28005,"439749,59","4472338,53",Abierto,LA ORIENTAL EDELWEISS,2,Estacional,1,Abierta,"40,32",PASEO,YESERIAS,15,A,Bulevar,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,12,,48,A,,,,,,,,,,,10,80,separar las mesas
516,20000005,2,ARGANZUELA,DELICIAS,PASEO,108,28045,"441040,58","4471919,52",Abierto,RESTAURANTE DOMINGUEZ BAR,2,Estacional,1,Abierta,"18,72",PASEO,DELICIAS,108,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,8,,24,,,,,,,,,,false,3,10,80,separar las mesas
517,20000582,2,ARGANZUELA,PALOS DE MOGUER,PASEO,38,28045,"440902,58","4472867,52",Abierto,VEN Y VERAS,1,Anual,1,Abierta,"45,42",PASEO,SANTA MARIA DE LA CABEZA,38,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,17,8,65,,,,,,,,,,true,,10,80,separar las mesas
519,290000070,4,SALAMANCA,CASTELLANA,CALLE,115,28006,"442269,59","4476457,51",Abierto,MAMA NO LO SABE,1,Anual,1,Abierta,"21,29",CALLE,CASTELLO,117,,Otros,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,0,0,6,6,24,,,,,,,,,,,,10,80,separar las mesas
520,50000971,5,CHAMARTIN,EL VISO,CALLE,197,28002,"442186,59","4478090,52",Abierto,FIAT CAFE,1,Anual,1,Abierta,44,CALLE,SERRANO,197,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,32,,,,,,,,,,false,3,10,80,separar las mesas
522,285020496,10,LATINA,PUERTA DEL ANGEL,AVENIDA,155,28011,"437403,61","4473660,55",Abierto,BAR,1,Anual,1,Abierta,"12,92",AVENIDA,PORTUGAL,155,A,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,0:30:00,10:00:00,0:30:00,0,0,4,4,16,A,,,,,,,,,false,2,10,80,separar las mesas
523,100001049,10,LATINA,PUERTA DEL ANGEL,PASEO,60,28011,"438031,61","4473865,55",Abierto,"CAFETERIA, PANADERIA, PASTELERIA",1,Anual,1,Abierta,"7,5",PASEO,EXTREMADURA,60,,Acera,10:00:00,00:00:00,21:00:00,0:00:00,10:00:00,21:00:00,21:00:00,0:00:00,0,0,2,2,4,,,,,,,,,,false,1,10,80,separar las mesas
525,270525122,10,LATINA,LAS AGUILAS,CALLE,3,28044,"435009,62","4471135,57",Abierto,CERVECERIA GAMBRINUS ALUCHE,1,Anual,1,Abierta,38,CALLE,GUARE?A,3,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,11,11,52,,,,,,,,,,true,,10,80,separar las mesas
526,210000637,21,BARAJAS,TIMON,PASEO,41,28042,"450351,58","4480054,4",Abierto,RESTAURANTE-BAR.MEAT LAND,2,Estacional,1,Abierta,"29,16",PASEO,ZURRON,41,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,9,,36,,,,,,,,,,false,3,10,80,separar las mesas
527,20000844,2,ARGANZUELA,LEGAZPI,PASEO,8,28045,"441194,58","4471247,52",Abierto,LA TXASKA ETXEA,1,Anual,1,Abierta,"12,96",PASEO,MOLINO,8,A,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,4,4,16,A,,,,,,,,,false,2,10,80,separar las mesas
528,20000605,2,ARGANZUELA,IMPERIAL,GLORIETA,6,28005,"439316,59","4472540,53",Abierto,CAFETERIA PIRAMIDES,1,Anual,1,Abierta,27,GLORIETA,PIRAMIDES,6,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,10,34,,,,,,,,,,false,3,10,80,separar las mesas
529,20001935,2,ARGANZUELA,DELICIAS,CALLE,18,28045,"441422,58","4471699,52",Abierto,SMALL COFFE DRINK,1,Anual,1,Abierta,"17,28",CALLE,PLOMO,18,A,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,5,5,18,A,,,,,,,,,false,2,10,80,separar las mesas
530,285004392,2,ARGANZUELA,ACACIAS,GLORIETA,3,28005,"439631,59","4473072,53",Abierto,CERVECER?A 100 MONTADITOS,1,Anual,1,Abierta,"81,18",GLORIETA,PUERTA DE TOLEDO,3,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,22,22,96,,,,,,,,,,true,,10,80,separar las mesas
531,20000182,2,ARGANZUELA,IMPERIAL,GLORIETA,4,28005,"439566,59","4473090,53",Abierto,CAF? Y T?,1,Anual,1,Abierta,"91,93",GLORIETA,PUERTA DE TOLEDO,4,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,27,27,112,,,,,,,,,,true,,10,80,separar las mesas
532,20000446,2,ARGANZUELA,PALOS DE MOGUER,PASEO,2,28045,"441117,58","4473170,52",Abierto,BURGER KING,1,Anual,1,Abierta,"37,53",PASEO,SANTA MARIA DE LA CABEZA,2,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,10,10,40,,,,,,,,,,false,3,10,80,separar las mesas
534,270218168,2,ARGANZUELA,PALOS DE MOGUER,PASEO,23,28045,"441022,58","4472973,52",Abierto,BAR EL SOTANILLO,1,Anual,1,Abierta,"19,44",PASEO,SANTA MARIA DE LA CABEZA,23,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,24,,,,,,,,,,false,3,10,80,separar las mesas
535,280018582,2,ARGANZUELA,ACACIAS,RONDA,20,28005,"440032,59","4472979,53",Abierto,MESON VALLE DEL JERTE,1,Anual,1,Abierta,"73,8",CALLE,RIBERA DE CURTIDORES,43,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,19,19,84,A,,,,,,,,,true,,10,80,separar las mesas
538,270263160,17,VILLAVERDE,LOS ROSALES,CALLE,2,28021,"441228,53","4466903,5",Abierto,CERVECERIA RESTAURANTE LA PARADA,1,Anual,1,Abierta,"17,64",CALLE,JOSE DEL PINO,2,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,6,6,22,,,,,,,,,,false,3,10,80,separar las mesas
540,285007242,5,CHAMARTIN,HISPANOAMERICA,CALLE,28,28016,"442947,59","4478839,51",Abierto,CAFE HELADOS,2,Estacional,1,Abierta,"32,67",CALLE,COSTA RICA,28,,Acera,10:00:00,00:00:00,,,10:00:00,23:00:00,,,2,,12,,52,,,,,,,,,,true,,10,80,separar las mesas
542,270481743,19,VICALVARO,CASCO H.VICALVARO,CALLE,23,28032,"447924,55","4473046,43",Abierto,"BAR LA TUNA, CALAHORRA 23",2,Estacional,1,Abierta,"9,36",CALLE,CALAHORRA,23,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,4,,12,,,,,,,,,,false,2,10,80,separar las mesas
543,270453565,19,VICALVARO,VALDEBERNARDO,BULEVAR,46,28032,"447075,54","4471868,44",Abierto,TABERNA LA ERA,2,Estacional,1,Abierta,"32,4",BULEVAR,INDALECIO PRIETO,46,A,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,10,,40,,,,,,,,,,false,3,10,80,separar las mesas
546,270306989,4,SALAMANCA,GUINDALERA,CALLE,2,28028,"443621,58","4476402,49",Cerrado,MEMPHIS COCKTAIL BAR,1,Anual,1,Cerrado,"31,05",CALLE,BRESCIA,2,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,24,,,,,,,,,,false,3,,,
547,270360388,4,SALAMANCA,GUINDALERA,GLORIETA,4,28028,"443398,58","4475827,5",Cerrado,CAFETERA JARA,1,Anual,1,Cerrado,"17,62",CALLE,FRANCISCO NAVACERRADA,44,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,9,9,18,,,,,,,,,,false,2,,,
550,270440167,4,SALAMANCA,GOYA,AVENIDA,10,28009,"442620,58","4475018,51",Abierto,CAFETERIA EL TREBOL,1,Anual,1,Abierta,"45,85",AVENIDA,FELIPE II,10,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,29,29,66,,,,,,,,,,true,,10,80,separar las mesas
551,280071074,15,CIUDAD LINEAL,VENTAS,AVENIDA,12,28017,"444390,57","4474897,48",Abierto,CAFETERIA D?TOMAS,2,Estacional,1,Abierta,"10,08",AVENIDA,MARQUES DE CORBERA,12,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,7,,14,,,,,,,,,,false,2,10,80,separar las mesas
552,270171390,15,CIUDAD LINEAL,QUINTANA,CALLE,50,28027,"445378,57","4476797,47",Abierto,CAFETERIA BARREDA,2,Estacional,1,Abierta,"12,24",CALLE,JOSE DEL HIERRO,50,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,16,,,,,,,,,,false,2,10,80,separar las mesas
554,50001969,5,CHAMARTIN,CASTILLA,PASEO,274,28046,"441808,61","4480633,53",Abierto,RODILLA,1,Anual,1,Abierta,"35,4",CALLE,PADRE FRANCISCO PALAU Y QUER,1,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,12,12,38,,,,,,,,,,true,,10,80,separar las mesas
