_id,id_local,id_distrito_local,desc_distrito_local,desc_barrio_local,clase_vial_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,desc_situacion_local,Nombre,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,DESC_CLASE,DESC_NOMBRE,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra,,__1,__2,__3,__4,__5,__6,__7,inspeccionar,estado,revision.prox_inspeccion,revision.puntuacion,revision.comentario
556,270017643,2,ARGANZUELA,PALOS DE MOGUER,PASEO,34,28045,"440916,58","4472888,52",Abierto,CERVECER?A MAVI,1,Anual,1,Abierta,"35,1",PASEO,SANTA MARIA DE LA CABEZA,34,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,10,30,,,,,,,,,,false,3,10,80,separar las mesas
559,270193865,2,ARGANZUELA,PALOS DE MOGUER,PASEO,56,28045,"440728,59","4472625,52",Abierto,CERVECERIA HAVANA BLUES,1,Anual,1,Abierta,"41,16",PASEO,SANTA MARIA DE LA CABEZA,56,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,12,12,44,,,,,,,,,,true,,10,80,separar las mesas
560,270054570,2,ARGANZUELA,ACACIAS,RONDA,2,28005,"439673,59","4473101,53",Abierto,BAR EL PESCADOR CERVECERIA,1,Anual,1,Abierta,"45,29",RONDA,TOLEDO,2,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,14,14,64,,,,,,,,,,true,,10,80,separar las mesas
562,20001073,2,ARGANZUELA,CHOPERA,CALLE,15,28045,"440598,58","4472172,52",Abierto,CAFETERIA TRANSMONTANO,1,Anual,1,Abierta,"10,4",CALLE,TORRES MIRANDA,15,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,4,4,12,,,,,,,,,,false,2,10,80,separar las mesas
563,270405399,2,ARGANZUELA,PALOS DE MOGUER,CALLE,10,28045,"441274,58","4473055,52",Abierto,ARROCERIA PUERTA DE ATOCHA,1,Anual,1,Abierta,"16,48",CALLE,TORTOSA,10,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,8,21,,,,,,,,,,false,3,10,80,separar las mesas
564,20000492,2,ARGANZUELA,IMPERIAL,PASEO,47,28005,"438821,6","4473410,54",Abierto,POR DEFINIR,1,Anual,1,Abierta,"25,92",PASEO,VIRGEN DEL PUERTO,47,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,18,,,,,,,,,,false,2,10,80,separar las mesas
565,270531806,2,ARGANZUELA,IMPERIAL,PASEO,61,28005,"438733,6","4472973,54",Abierto,LA ESQUINA DEL CALDERON,1,Anual,1,Abierta,"24,93",PASEO,VIRGEN DEL PUERTO,61,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,8,24,,,,,,,,,,false,3,10,80,separar las mesas
568,20000708,2,ARGANZUELA,ACACIAS,PASEO,15,28005,"439701,59","4472413,53",Abierto,TABERNA FANTASTICA,1,Anual,1,Abierta,"59,95",PASEO,YESERIAS,15,A,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,19,9,77,A,,,,,,,,,true,,10,80,separar las mesas
569,270378436,2,ARGANZUELA,ACACIAS,PASEO,33,28005,"439886,59","4472225,53",Abierto,CAFE DOMAR,1,Anual,1,Abierta,"16,38",PASEO,YESERIAS,33,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,7,7,21,,,,,,,,,,false,3,10,80,separar las mesas
573,270543893,18,VILLA DE VALLECAS,CASCO H.VALLECAS,CALLE,5,28031,"447432,52","4468996,43",Abierto,BAR LAS TAPAS,1,Anual,1,Abierta,"51,84",CALLE,CULLA,5,A,Bulevar,10:00:00,00:00:00,10:00:00,1:00:00,10:00:00,2:00:00,10:00:00,1:00:00,0,0,16,6,64,A,,,,,,,,,,,10,80,separar las mesas
574,270482945,8,FUENCARRAL-EL PARDO,VALVERDE,AVENIDA,17,28034,"441447,63","4483580,55",Abierto,SECABE CERVECERIA,2,Estacional,1,Abierta,"25,92",RONDA,INGENIOSO HIDALGO,35,,Calle peatonal,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,8,,32,A,,,,,,,,,,,10,80,separar las mesas
576,270543037,8,FUENCARRAL-EL PARDO,VALVERDE,CALLE,21,28050,"443418,63","4484493,52",Abierto,GOIKO GRILL,1,Anual,1,Abierta,"40,74",PASEO,TIERRA DE MELIDE,35,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,11,11,52,,,,,,,,,,true,,10,80,separar las mesas
578,270225437,4,SALAMANCA,GUINDALERA,CALLE,1,28028,"443664,58","4476298,49",Cerrado,CAFETERIA CERVECERIA BIARRITZ,1,Anual,1,Cerrado,"28,58",CALLE,BIARRITZ,1,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,7,7,27,,,,,,,,,,false,3,,,
579,140000447,14,MORATALAZ,PAVONES,CALLE,24,28030,"446428,55","4472697,45",Abierto,BAR CASA MANOLO,2,Estacional,1,Abierta,"80,8",CALLE,VALDEBERNARDO,24,,Acera,10:00:00,00:00:00,,,10:00:00,1:00:00,,,2,,14,,64,,,,,,,,,,true,,10,80,separar las mesas
581,110001307,11,CARABANCHEL,VISTA ALEGRE,AVENIDA,86,28047,"436483,6","4470374,55",Abierto,SALVAZ,1,Anual,1,Abierta,"95,95",AVENIDA,NUESTRA SE?ORA DE FATIMA,86,,Superficie en parcela privada,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,14,14,56,,,,,,,,,,,,10,80,separar las mesas
582,270087195,5,CHAMARTIN,EL VISO,CALLE,111,28002,"442401,59","4476815,51",Abierto,PUB FANNY,1,Anual,1,Abierta,"12,32",CALLE,PRINCIPE DE VERGARA,111,A,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,8,20,,,,,,,,,,false,2,10,80,separar las mesas
583,170000823,17,VILLAVERDE,LOS ROSALES,CALLE,60,28021,"441672,53","4467011,5",Abierto,RESTAURANTE CHINO PROSPERIDAD II,2,Estacional,1,Abierta,"32,76",CALLE,JUAN JOSE MARTINEZ SECO,60,,Plaza peatonal,10:00:00,00:00:00,,,10:00:00,0:00:00,,,0,,14,,35,,,,,,,,,,,,10,80,separar las mesas
586,270419423,4,SALAMANCA,GOYA,AVENIDA,12,28009,"442636,58","4475017,51",Abierto,CAFE Y TE,1,Anual,1,Abierta,"26,62",AVENIDA,FELIPE II,12,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,7,7,19,,,,,,,,,,false,2,10,80,separar las mesas
587,270454744,14,MORATALAZ,MARROQUINA,CALLE,50,28030,"444713,56","4473266,47",Abierto,BAR JANDRO,2,Estacional,1,Abierta,"18,96",CALLE,ARROYO DE LAS PILILLAS,50,,Acera,10:00:00,00:00:00,,,10:00:00,1:00:00,,,0,,6,,22,,,,,,,,,,false,3,10,80,separar las mesas
588,270137940,9,MONCLOA-ARAVACA,VALDEZARZA,CALLE,44,28035,"438956,62","4479924,56",Abierto,PLANETA SACONIA,2,Estacional,1,Abierta,"15,75",CALLE,VALDERREY,44,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,9,,36,,,,,,,,,,false,3,10,80,separar las mesas
589,270346193,10,LATINA,LAS AGUILAS,CALLE,10,28044,"434984,62","4471088,57",Abierto,RESTAURANTE CHINO GUANG ZHOU,1,Anual,1,Abierta,37,CALLE,GUARE?A,10,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,9,9,36,,,,,,,,,,false,3,10,80,separar las mesas
590,280043793,10,LATINA,LAS AGUILAS,CALLE,12,28044,"434988,62","4471072,57",Abierto,CASA CORONEL,1,Anual,1,Abierta,35,CALLE,GUARE?A,12,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,20,20,72,,,,,,,,,,true,,10,80,separar las mesas
591,270549648,10,LATINA,LAS AGUILAS,CALLE,4,28044,"435252,61","4470159,56",Abierto,BAR LOS XURROS,2,Estacional,1,Abierta,"25,6",CALLE,GARAPALO,4,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,7,,28,,,,,,,,,,false,3,10,80,separar las mesas
592,100001174,10,LATINA,LAS AGUILAS,CALLE,8,28044,"434976,62","4471124,57",Abierto,24 CAMPANA,2,Estacional,1,Abierta,"33,3",CALLE,GUARE?A,8,,Acera,10:00:00,00:00:00,,,10:00:00,0:30:00,,,2,,11,,52,,,,,,,,,,true,,10,80,separar las mesas
593,280041320,10,LATINA,PUERTA DEL ANGEL,PASEO,33,28011,"438169,6","4473893,55",Abierto,R?TULO NO INFORMADO,1,Anual,1,Abierta,"12,75",PASEO,EXTREMADURA,33,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,4,4,12,,,,,,,,,,false,2,10,80,separar las mesas
594,270402083,11,CARABANCHEL,BUENAVISTA,CALLE,1,28044,"435647,6","4469405,56",Abierto,BAR MONTIJO,1,Anual,1,Abierta,"20,88",CALLE,JOSE JORDAN,1,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,7,7,26,,,,,,,,,,false,3,10,80,separar las mesas
595,40000735,4,SALAMANCA,GOYA,CALLE,53,28009,"442961,58","4474757,5",Abierto,RODILLA,1,Anual,1,Abierta,"14,58",CALLE,O'DONNELL,53,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,5,5,18,,,,,,,,,,false,2,10,80,separar las mesas
596,20001084,2,ARGANZUELA,ACACIAS,PASEO,88,28045,"440411,59","4472179,52",Abierto,EL VIEJO MADRID,1,Anual,1,Abierta,"58,31",PASEO,SANTA MARIA DE LA CABEZA,88,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,18,18,78,,,,,,,,,,true,,10,80,separar las mesas
597,280016582,2,ARGANZUELA,IMPERIAL,RONDA,22,28005,"439215,6","4473328,54",Abierto,OFICINAS PRIVADAS DE GESTION EMPRESA,2,Estacional,1,Abierta,"14,58",RONDA,SEGOVIA,22,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,7,10,14,,,,,,,,,,false,2,10,80,separar las mesas
598,20001786,2,ARGANZUELA,ACACIAS,RONDA,18,28005,"439978,59","4473025,53",Abierto,CAFETERIA RONDA DE TOLEDO,1,Anual,1,Abierta,"14,4",RONDA,TOLEDO,18,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,9,0,18,,,,,,,,,,false,2,10,80,separar las mesas
603,270413162,2,ARGANZUELA,CHOPERA,PLAZA,5,28045,"440775,58","4471650,52",Abierto,VENTA MATADERO,1,Anual,1,Abierta,"108,1",PLAZA,GENERAL MAROTO,1,,Plaza peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,21,21,82,,,,,,,,,,,,10,80,separar las mesas
605,280044139,9,MONCLOA-ARAVACA,ARGUELLES,CUESTA,30,28008,"439199,6","4474675,54",Abierto,BULEVART,1,Anual,1,Abierta,"20,88",CUESTA,SAN VICENTE,30,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,7,7,26,,,,,,,,,,false,3,10,80,separar las mesas
606,280056405,13,PUENTE DE VALLECAS,NUMANCIA,CALLE,4,28038,"444161,56","4471628,48",Abierto,BAR SEYDA,1,Anual,1,Abierta,"29,52",CALLE,JOSEFA DIAZ,4,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,8,32,,,,,,,,,,false,3,10,80,separar las mesas
608,270490207,12,USERA,ORCASUR,CALLE,1,28041,"440978,57","4470235,52",Abierto,EL RINCON DE CRUZ BLANCA,1,Anual,1,Abierta,"11,99",CALLE,INDALECIO FERNANDEZ,1,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,9,9,36,,,,,,,,,,false,3,10,80,separar las mesas
609,280049588,12,USERA,ORCASITAS,CALLE,5,28041,"439737,57","4469036,52",Abierto,JORDAN CAFE BAR,1,Anual,1,Abierta,"80,64",CALLE,GRAN AVENIDA,5,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,2,0,34,21,144,,,,,,,,,,true,,10,80,separar las mesas
610,270190399,21,BARAJAS,CASCO H.BARAJAS,AVENIDA,148,28042,"450670,58","4480528,4",Abierto,SALON DE JUEGOS,2,Estacional,1,Abierta,"24,3",AVENIDA,LOGRO?O,148,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,9,,27,,,,,,,,,,false,3,10,80,separar las mesas
612,270024547,9,MONCLOA-ARAVACA,CASA DE CAMPO,PASEO,5,28008,"438815,6","4474737,54",Abierto,HOTEL FLORIDA NORTE,1,Anual,1,Abierta,"34,31",PASEO,FLORIDA,5,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,9,9,32,,,,,,,,,,false,3,10,80,separar las mesas
613,285001213,1,CENTRO,PALACIO,CALLE,63,28013,"439781,6","4474897,53",Abierto,100 MONTADITOS,1,Anual,1,Abierta,"10,2",CALLE,GRAN VIA,63,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,5,5,15,,,,,,,,,,false,2,10,80,separar las mesas
614,270532418,1,CENTRO,UNIVERSIDAD,CALLE,8,28004,"440382,59","4474696,53",Abierto,LA CUEVA DEL PINTXO,1,Anual,1,Abierta,"10,26",CALLE,DESENGA?O,5,,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,1:30:00,10:00:00,23:00:00,0,0,4,4,13,,,,,,,,,,false,2,10,80,separar las mesas
616,270541825,15,CIUDAD LINEAL,COSTILLARES,CALLE,3,28033,"443284,6","4480908,51",Abierto,SOCCER,1,Anual,1,Abierta,"29,94",CALLE,CALERUEGA,3,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,16,8,54,,,,,,,,,,true,,10,80,separar las mesas
618,270472400,17,VILLAVERDE,BUTARQUE,CALLE,9,28021,"442002,53","4467147,5",Abierto,CAFETERIA LOS ALPES,1,Anual,1,Abierta,"22,14",CALLE,EDUARDO MARISTANY,9,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,0,0,6,6,24,,,,,,,,,,false,3,10,80,separar las mesas
622,270526036,3,RETIRO,PACIFICO,CALLE,10,28007,"442695,57","4472602,5",Abierto,LA PIPARRA,1,Anual,1,Abierta,"8,64",CALLE,CARIDAD,10,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,3,3,9,,,,,,,,,,false,1,10,80,separar las mesas
623,270060296,3,RETIRO,PACIFICO,CALLE,40,28007,"442720,57","4472974,5",Abierto,BODEGUITA DONDE SIEMPRE,1,Anual,1,Abierta,"8,5",CALLE,CAVANILLES,40,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,3,3,9,,,,,,,,,,false,1,10,80,separar las mesas
625,270159594,13,PUENTE DE VALLECAS,SAN DIEGO,CALLE,58,28018,"443558,56","4471008,49",Abierto,LA CRUZ BLANCA,1,Anual,1,Abierta,"132,55",CALLE,CARLOS MARTIN ALVAREZ,58,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,38,38,157,,,,,,,,,,true,,10,80,separar las mesas
627,280074088,15,CIUDAD LINEAL,SAN PASCUAL,CALLE,7,28027,"444825,58","4476885,48",Abierto,LOS PAJARITOS,1,Anual,1,Abierta,"43,2",CALLE,TORRELAGUNA,7,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,12,12,50,,,,,,,,,,true,,10,80,separar las mesas
628,140000189,14,MORATALAZ,MARROQUINA,PASAJE,11,28030,"446471,55","4473327,45",Abierto,LAS VEGAS,1,Anual,1,Abierta,"16,38",PASAJE,ORUSCO,11,,Acera,8:00:00,00:00:00,8:00:00,23:00:00,8:00:00,1:00:00,8:00:00,23:00:00,0,0,7,7,21,,,,,,,,,,false,3,10,80,separar las mesas
629,90001120,9,MONCLOA-ARAVACA,CASA DE CAMPO,PASEO,16,28008,"438655,61","4474975,55",Abierto,EL UROGALLO,1,Anual,1,Abierta,"108,6",PASEO,FLORIDA,16,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,57,57,124,,,,,,,,,,true,,10,80,separar las mesas
630,270397662,4,SALAMANCA,GUINDALERA,AVENIDA,28,28028,"443485,58","4475941,49",Cerrado,CAFETERIA GOMEZ,2,Estacional,1,Cerrado,"16,2",AVENIDA,TOREROS,28,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,,5,,20,,,,,,,,,,false,2,,,
631,270076664,4,SALAMANCA,GUINDALERA,AVENIDA,39,28028,"443343,58","4475952,5",Cerrado,CERVECERIA EL RUEDO,1,Anual,1,Cerrado,"42,47",AVENIDA,TOREROS,39,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,0,40,,,,,,,,,,false,3,,,
632,40001898,4,SALAMANCA,RECOLETOS,CALLE,1,28001,"441443,59","4474676,52",Abierto,ANELL,1,Anual,1,Abierta,"58,74",CALLE,SALUSTIANO OLOZAGA,7,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,2,0,15,15,53,,,,,,,,,,true,,10,80,separar las mesas
633,270531187,4,SALAMANCA,RECOLETOS,CALLE,41,28001,"441960,58","4475321,51",Abierto,GIANGROSSI,1,Anual,1,Abierta,"24,8",CALLE,VELAZQUEZ,41,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,10,10,30,,,,,,,,,,false,3,10,80,separar las mesas
634,270515016,4,SALAMANCA,RECOLETOS,CALLE,33,28001,"441929,58","4475194,52",Abierto,HOTEL ADLER,1,Anual,1,Abierta,"11,4",CALLE,GOYA,31,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,12,,,,,,,,,,false,2,10,80,separar las mesas
635,50000773,5,CHAMARTIN,NUEVA ESPA?A,CALLE,13,28016,"442841,59","4478894,51",Abierto,RESTAURANTE KANBEY,1,Anual,1,Abierta,"32,76",CALLE,COSTA RICA,13,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,1,1,8,8,32,,,,,,,,,,false,3,10,80,separar las mesas
637,270535757,5,CHAMARTIN,HISPANOAMERICA,CALLE,19,28016,0,0,Abierto,PIZZERIA EMPANADILLAS BELISA,2,Estacional,1,Abierta,"16,05",CALLE,URUGUAY,19,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,,9,,22,,,,,,,,,,false,3,10,80,separar las mesas
638,270096974,5,CHAMARTIN,CASTILLA,CALLE,9,28036,"441917,6","4479908,53",Abierto,CAFETERIA RESTAURANTE LA CASCADA,2,Estacional,1,Abierta,"9,45",CALLE,RAFAEL HERRERA,9,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,6,,4,,,,,,,,,,false,1,10,80,separar las mesas
639,285006678,5,CHAMARTIN,PROSPERIDAD,CALLE,5,28002,"443468,59","4477645,5",Abierto,SIN R?TULO,1,Anual,1,Abierta,"54,72",CALLE,CORAZON DE MARIA,61,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,1,19,13,76,,,,,,,,,,true,,10,80,separar las mesas
640,50000903,5,CHAMARTIN,NUEVA ESPA?A,CALLE,291,28016,"442608,6","4479037,51",Abierto,EL ENFRIADOR CERVECERIA,1,Anual,1,Abierta,81,CALLE,PRINCIPE DE VERGARA,291,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,4,0,36,5,113,,,,,,,,,,true,,10,80,separar las mesas
641,280021158,5,CHAMARTIN,EL VISO,PASEO,25,28036,"441763,6","4478062,52",Abierto,HAVANA 25,1,Anual,1,Abierta,14,PASEO,LA HABANA,25,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,16,,,,,,,,,,false,2,10,80,separar las mesas
642,50000198,5,CHAMARTIN,EL VISO,CALLE,6,28036,"441628,6","4478044,52",Abierto,QUINTA',2,Estacional,1,Abierta,30,CALLE,MARCELIANO SANTA MARIA,6,,Bulevar,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,8,,32,,,,,,,,,,,,10,80,separar las mesas
643,270544162,5,CHAMARTIN,HISPANOAMERICA,CALLE,2,28016,"442539,6","4478859,51",Abierto,UDABERRI,2,Estacional,1,Abierta,"44,28",CALLE,BOLIVIA,30,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,10,,40,,,,,,,,,,false,3,10,80,separar las mesas
644,285007723,5,CHAMARTIN,CASTILLA,CALLE,21,28046,"441976,61","4481257,53",Abierto,BAR HOGAR,1,Anual,1,Abierta,"28,16",CALLE,CONDE DE TORRALBA,21,,Plaza peatonal,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,7,7,28,,,,,,,,,,,,10,80,separar las mesas
645,270191274,4,SALAMANCA,CASTELLANA,CALLE,29,28006,"442032,59","4475764,51",Abierto,VIPS,1,Anual,1,Abierta,"79,4",CALLE,VELAZQUEZ,84,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,2,0,19,19,62,,,,,,,,,,true,,10,80,separar las mesas
646,280018455,2,ARGANZUELA,LEGAZPI,CALLE,3,28045,"441492,58","4471428,52",Abierto,CERVECERIA FUENTECOBRE,1,Anual,1,Abierta,"64,89",CALLE,PLOMO,3,B,Bulevar,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,1,1,26,26,65,B,,,,,,,,,,,10,80,separar las mesas
647,280016994,2,ARGANZUELA,ACACIAS,PASEO,66,28045,"440592,59","4472453,52",Abierto,CAFETERIA LA MOLOA,2,Estacional,1,Abierta,"18,72",GLORIETA,SANTA MARIA DE LA CABEZA,11,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,8,,24,B,,,,,,,,,false,3,10,80,separar las mesas
648,20001019,2,ARGANZUELA,LEGAZPI,CALLE,18,28045,"441267,58","4471503,52",Abierto,CAFETERIA TRASMONTANA RESTAURANTE,1,Anual,1,Abierta,"67,58",CALLE,BOLIVAR,18,A,Calle peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,20,20,80,A,,,,,,,,,,,10,80,separar las mesas
649,20001216,2,ARGANZUELA,CHOPERA,PASEO,53,28045,"440835,58","4471589,52",Abierto,CAFETERIA LUZ TROPICAL,1,Anual,1,Abierta,"22,32",PASEO,CHOPERA,53,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,8,28,,,,,,,,,,false,3,10,80,separar las mesas
650,270055843,2,ARGANZUELA,CHOPERA,CALLE,19,28045,"440764,58","4471984,52",Abierto,CAFETERIA LA PESETA,1,Anual,1,Abierta,"19,44",CALLE,JAIME EL CONQUISTADOR,19,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,24,,,,,,,,,,false,3,10,80,separar las mesas
652,20001890,2,ARGANZUELA,LEGAZPI,CALLE,7,28045,"442386,57","4471639,51",Abierto,CHURRERIA PATUCHURRO,1,Anual,1,Abierta,"13,98",CALLE,EROS,7,E,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,18,E,,,,,,,,,false,2,10,80,separar las mesas
656,270525522,5,CHAMARTIN,HISPANOAMERICA,AVENIDA,32,28036,"442111,6","4478859,52",Abierto,ENME DE MADRID,2,Estacional,1,Abierta,"17,6",AVENIDA,ALBERTO ALCOCER,32,,Acera,13:00:00,00:00:00,,,13:00:00,2:00:00,,,0,,4,,16,,,,,,,,,,false,2,10,80,separar las mesas
661,200002036,20,SAN BLAS-CANILLEJAS,ROSAS,CALLE,11,28022,"448405,55","4474827,42",Abierto,CHISTO,1,Anual,1,Abierta,"45,09",CALLE,SUECIA,11,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,12,12,56,,,,,,,,,,true,,10,80,separar las mesas
662,270133268,9,MONCLOA-ARAVACA,CASA DE CAMPO,PASEO,57,28008,"438475,61","4475114,55",Abierto,MESON EL CARIBE,1,Anual,8,Suspension temporal,"113,95",PASEO,FLORIDA,57,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,30,10,104,,,,,,,,,,true,,,,
664,280017462,2,ARGANZUELA,DELICIAS,CALLE,165,28045,"441007,58","4471845,52",Abierto,CAFETERIA MARKITOS,2,Estacional,1,Abierta,"9,72",CALLE,EMBAJADORES,165,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,3,,12,,,,,,,,,,false,2,10,80,separar las mesas
666,280045270,9,MONCLOA-ARAVACA,ARAVACA,AVENIDA,25,28023,"433421,65","4477363,61",Abierto,HENRYS TAVERN,2,Estacional,1,Abierta,"30,6",AVENIDA,EUROPA,25,A,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,1,,9,,36,A,,,,,,,,,false,3,10,80,separar las mesas
667,20000464,2,ARGANZUELA,PALOS DE MOGUER,PASEO,59,28045,"441145,58","4472486,52",Abierto,CERVECERIA LA CUCA?A,2,Estacional,1,Abierta,"38,8",CALLE,BUSTAMANTE,1,,Plaza peatonal,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,12,,48,,,,,,,,,,,,10,80,separar las mesas
